[debug] > Exec(;set _root_.scala.collection.Seq(historyPath := None,shellPrompt := { _ => "" },SettingKey[_root_.scala.Option[_root_.sbt.File]]("sbtStructureOutputFile") in _root_.sbt.Global := _root_.scala.Some(_root_.sbt.file("C:/Users/aksak/AppData/Local/Temp/sbt-structure.xml")),SettingKey[_root_.java.lang.String]("sbtStructureOptions") in _root_.sbt.Global := "download, resolveSourceClassifiers, insertProjectTransitiveDependencies");apply -cp "C:/Users/aksak/AppData/Roaming/JetBrains/IntelliJIdea2024.1/plugins/Scala/repo/org/jetbrains/scala/sbt-structure-extractor_2.12_1.3/2024.1.2/sbt-structure-extractor-2024.1.2.jar" "org.jetbrains.sbt.CreateTasks" "sbt.jetbrains.LogDownloadArtifacts";preferScala2;*/*:dumpStructure, Some(6e393072-2c9c-4348-b044-b4b8e30160e2), Some(CommandSource(console0)))
[debug] > Exec(set _root_.scala.collection.Seq(historyPath := None,shellPrompt := { _ => "" },SettingKey[_root_.scala.Option[_root_.sbt.File]]("sbtStructureOutputFile") in _root_.sbt.Global := _root_.scala.Some(_root_.sbt.file("C:/Users/aksak/AppData/Local/Temp/sbt-structure.xml")),SettingKey[_root_.java.lang.String]("sbtStructureOptions") in _root_.sbt.Global := "download, resolveSourceClassifiers, insertProjectTransitiveDependencies"), None, Some(CommandSource(console0)))
[info] Defining Global / sbtStructureOptions, Global / sbtStructureOutputFile and 1 others.
[info] The new values will be used by cleanKeepGlobs
[info] 	Run `last` for details.
[debug] Defining 
[debug] 	Global / sbtStructureOptions
[debug] 	Global / sbtStructureOutputFile
[debug] 	history
[debug] 	shellPrompt
[debug] 
[debug] The new values will be used by 
[debug] 	cleanKeepGlobs
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-sql_2.12/3.3.4/spark-sql_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-sql_2.12/3.3.4/spark-sql_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-mllib_2.12/3.3.4/spark-mllib_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-core_2.12/3.3.4/spark-core_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-parent_2.12/3.3.4/spark-parent_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-parent_2.12/3.3.4/spark-parent_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/commons-codec/commons-codec/1.15/commons-codec-1.15.pom
[info] downloading https://repo1.maven.org/maven2/org/slf4j/jcl-over-slf4j/1.7.32/jcl-over-slf4j-1.7.32.pom
[info] downloading https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-core/4.2.7/metrics-core-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/avro/avro/1.11.0/avro-1.11.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-unsafe_2.12/3.3.4/spark-unsafe_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/commons/commons-collections4/4.4/commons-collections4-4.4.pom
[info] downloaded https://repo1.maven.org/maven2/commons-codec/commons-codec/1.15/commons-codec-1.15.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/jackson/core/jackson-databind/2.13.4.2/jackson-databind-2.13.4.2.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/jackson/core/jackson-databind/2.13.4.2/jackson-databind-2.13.4.2.pom
[info] downloading https://repo1.maven.org/maven2/com/twitter/chill_2.12/0.10.0/chill_2.12-0.10.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/avro/avro/1.11.0/avro-1.11.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-tags_2.12/3.3.4/spark-tags_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-core/4.2.7/metrics-core-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-network-shuffle_2.12/3.3.4/spark-network-shuffle_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/slf4j/jcl-over-slf4j/1.7.32/jcl-over-slf4j-1.7.32.pom
[info] downloading https://repo1.maven.org/maven2/io/netty/netty-all/4.1.74.Final/netty-all-4.1.74.Final.pom
[info] downloaded https://repo1.maven.org/maven2/com/twitter/chill_2.12/0.10.0/chill_2.12-0.10.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/zookeeper/zookeeper/3.6.2/zookeeper-3.6.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-collections4/4.4/commons-collections4-4.4.pom
[info] downloading https://repo1.maven.org/maven2/org/slf4j/slf4j-api/1.7.32/slf4j-api-1.7.32.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/zookeeper/zookeeper/3.6.2/zookeeper-3.6.2.pom
[info] downloading https://repo1.maven.org/maven2/org/roaringbitmap/RoaringBitmap/0.9.25/RoaringBitmap-0.9.25.pom
[info] downloaded https://repo1.maven.org/maven2/io/netty/netty-all/4.1.74.Final/netty-all-4.1.74.Final.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-client-runtime/3.3.2/hadoop-client-runtime-3.3.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/slf4j/slf4j-api/1.7.32/slf4j-api-1.7.32.pom
[info] downloading https://repo1.maven.org/maven2/net/razorvine/pickle/1.2/pickle-1.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-unsafe_2.12/3.3.4/spark-unsafe_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/core/jersey-server/2.36/jersey-server-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-tags_2.12/3.3.4/spark-tags_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-client-api/3.3.2/hadoop-client-api-3.3.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/roaringbitmap/RoaringBitmap/0.9.25/RoaringBitmap-0.9.25.pom
[info] downloading https://repo1.maven.org/maven2/org/slf4j/jul-to-slf4j/1.7.32/jul-to-slf4j-1.7.32.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-network-shuffle_2.12/3.3.4/spark-network-shuffle_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/dev/ludovic/netlib/arpack/2.2.1/arpack-2.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/net/razorvine/pickle/1.2/pickle-1.2.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-streaming_2.12/3.3.4/spark-streaming_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-client-runtime/3.3.2/hadoop-client-runtime-3.3.2.pom
[info] downloading https://repo1.maven.org/maven2/org/lz4/lz4-java/1.8.0/lz4-java-1.8.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/core/jersey-server/2.36/jersey-server-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/parquet/parquet-hadoop/1.12.2/parquet-hadoop-1.12.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-client-api/3.3.2/hadoop-client-api-3.3.2.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/jackson/module/jackson-module-scala_2.12/2.13.4/jackson-module-scala_2.12-2.13.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/slf4j/jul-to-slf4j/1.7.32/jul-to-slf4j-1.7.32.pom
[info] downloading https://repo1.maven.org/maven2/com/ning/compress-lzf/1.1/compress-lzf-1.1.pom
[info] downloaded https://repo1.maven.org/maven2/dev/ludovic/netlib/arpack/2.2.1/arpack-2.2.1.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-sketch_2.12/3.3.4/spark-sketch_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/lz4/lz4-java/1.8.0/lz4-java-1.8.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-api/2.17.2/log4j-api-2.17.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/parquet/parquet-hadoop/1.12.2/parquet-hadoop-1.12.2.pom
[info] downloading https://repo1.maven.org/maven2/org/xerial/snappy/snappy-java/1.1.8.4/snappy-java-1.1.8.4.pom
[info] downloaded https://repo1.maven.org/maven2/com/ning/compress-lzf/1.1/compress-lzf-1.1.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet/2.36/jersey-container-servlet-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/jackson/module/jackson-module-scala_2.12/2.13.4/jackson-module-scala_2.12-2.13.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-network-common_2.12/3.3.4/spark-network-common_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-api/2.17.2/log4j-api-2.17.2.pom
[info] downloading https://repo1.maven.org/maven2/com/github/luben/zstd-jni/1.5.2-1/zstd-jni-1.5.2-1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-streaming_2.12/3.3.4/spark-streaming_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/xbean/xbean-asm9-shaded/4.20/xbean-asm9-shaded-4.20.pom
[info] downloaded https://repo1.maven.org/maven2/org/xerial/snappy/snappy-java/1.1.8.4/snappy-java-1.1.8.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/orc/orc-mapreduce/1.7.10/orc-mapreduce-1.7.10.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet/2.36/jersey-container-servlet-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-1.2-api/2.17.2/log4j-1.2-api-2.17.2.pom
[info] downloaded https://repo1.maven.org/maven2/com/github/luben/zstd-jni/1.5.2-1/zstd-jni-1.5.2-1.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-sketch_2.12/3.3.4/spark-sketch_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/dev/ludovic/netlib/lapack/2.2.1/lapack-2.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/xbean/xbean-asm9-shaded/4.20/xbean-asm9-shaded-4.20.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/avro/avro-mapred/1.11.0/avro-mapred-1.11.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-1.2-api/2.17.2/log4j-1.2-api-2.17.2.pom
[info] downloading https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-json/4.2.7/metrics-json-4.2.7.pom
[info] downloaded https://repo1.maven.org/maven2/dev/ludovic/netlib/lapack/2.2.1/lapack-2.2.1.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-core/2.17.2/log4j-core-2.17.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-network-common_2.12/3.3.4/spark-network-common_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/inject/jersey-hk2/2.36/jersey-hk2-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/avro/avro-mapred/1.11.0/avro-mapred-1.11.0.pom
[info] downloading https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-jmx/4.2.7/metrics-jmx-4.2.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.pom
[info] downloading https://repo1.maven.org/maven2/net/sf/py4j/py4j/0.10.9.5/py4j-0.10.9.5.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/orc/orc-mapreduce/1.7.10/orc-mapreduce-1.7.10.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-launcher_2.12/3.3.4/spark-launcher_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-json/4.2.7/metrics-json-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/com/twitter/chill-java/0.10.0/chill-java-0.10.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/inject/jersey-hk2/2.36/jersey-hk2-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-mllib-local_2.12/3.3.4/spark-mllib-local_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-core/2.17.2/log4j-core-2.17.2.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/2.36/jersey-container-servlet-core-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-jmx/4.2.7/metrics-jmx-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-jvm/4.2.7/metrics-jvm-4.2.7.pom
[info] downloaded https://repo1.maven.org/maven2/net/sf/py4j/py4j/0.10.9.5/py4j-0.10.9.5.pom
[info] downloading https://repo1.maven.org/maven2/commons-io/commons-io/2.11.0/commons-io-2.11.0.pom
[info] downloaded https://repo1.maven.org/maven2/com/twitter/chill-java/0.10.0/chill-java-0.10.0.pom
[info] downloading https://repo1.maven.org/maven2/dev/ludovic/netlib/blas/2.2.1/blas-2.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/2.36/jersey-container-servlet-core-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/scalanlp/breeze_2.12/1.2/breeze_2.12-1.2.pom
[info] downloaded https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-jvm/4.2.7/metrics-jvm-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-graphx_2.12/3.3.4/spark-graphx_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/commons-io/commons-io/2.11.0/commons-io-2.11.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/orc/orc-core/1.7.10/orc-core-1.7.10.pom
[info] downloaded https://repo1.maven.org/maven2/dev/ludovic/netlib/blas/2.2.1/blas-2.2.1.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-catalyst_2.12/3.3.4/spark-catalyst_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/scalanlp/breeze_2.12/1.2/breeze_2.12-1.2.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/core/jersey-client/2.36/jersey-client-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-launcher_2.12/3.3.4/spark-launcher_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/json4s/json4s-jackson_2.12/3.7.0-M11/json4s-jackson_2.12-3.7.0-M11.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-mllib-local_2.12/3.3.4/spark-mllib-local_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/core/jersey-common/2.36/jersey-common-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/core/jersey-client/2.36/jersey-client-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/rocksdb/rocksdbjni/6.20.3/rocksdbjni-6.20.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/json4s/json4s-jackson_2.12/3.7.0-M11/json4s-jackson_2.12-3.7.0-M11.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/core/jersey-common/2.36/jersey-common-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/commons/commons-math3/3.6.1/commons-math3-3.6.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-graphx_2.12/3.3.4/spark-graphx_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-graphite/4.2.7/metrics-graphite-4.2.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/orc/orc-core/1.7.10/orc-core-1.7.10.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/spark/spark-kvstore_2.12/3.3.4/spark-kvstore_2.12-3.3.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/rocksdb/rocksdbjni/6.20.3/rocksdbjni-6.20.3.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/ivy/ivy/2.5.1/ivy-2.5.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/parquet/parquet-column/1.12.2/parquet-column-1.12.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-catalyst_2.12/3.3.4/spark-catalyst_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-slf4j-impl/2.17.2/log4j-slf4j-impl-2.17.2.pom
[info] downloaded https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-graphite/4.2.7/metrics-graphite-4.2.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-math3/3.6.1/commons-math3-3.6.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/ivy/ivy/2.5.1/ivy-2.5.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/parquet/parquet-column/1.12.2/parquet-column-1.12.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-slf4j-impl/2.17.2/log4j-slf4j-impl-2.17.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/spark/spark-kvstore_2.12/3.3.4/spark-kvstore_2.12-3.3.4.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/zookeeper/parent/3.6.2/parent-3.6.2.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/inject/project/2.36/project-2.36.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/oss-parent/41/oss-parent-41.pom
[info] downloading https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-parent/4.2.7/metrics-parent-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-project/3.3.2/hadoop-project-3.3.2.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/xbean/xbean/4.20/xbean-4.20.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/inject/project/2.36/project-2.36.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/avro/avro-parent/1.11.0/avro-parent-1.11.0.pom
[info] downloaded https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-parent/4.2.7/metrics-parent-4.2.7.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/parquet/parquet/1.12.2/parquet-1.12.2.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/oss-parent/41/oss-parent-41.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j/2.17.2/log4j-2.17.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-project/3.3.2/hadoop-project-3.3.2.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/containers/project/2.36/project-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/zookeeper/parent/3.6.2/parent-3.6.2.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-base/2.13.4/jackson-base-2.13.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/parquet/parquet/1.12.2/parquet-1.12.2.pom
[info] downloading https://repo1.maven.org/maven2/org/slf4j/slf4j-parent/1.7.32/slf4j-parent-1.7.32.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/containers/project/2.36/project-2.36.pom
[info] downloading https://repo1.maven.org/maven2/dev/ludovic/netlib/parent/2.2.1/parent-2.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/avro/avro-parent/1.11.0/avro-parent-1.11.0.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/orc/orc/1.7.10/orc-1.7.10.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-base/2.13.4/jackson-base-2.13.4.pom
[info] downloading https://repo1.maven.org/maven2/org/glassfish/jersey/project/2.36/project-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j/2.17.2/log4j-2.17.2.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/commons/commons-parent/54/commons-parent-54.pom
[info] downloaded https://repo1.maven.org/maven2/dev/ludovic/netlib/parent/2.2.1/parent-2.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/xbean/xbean/4.20/xbean-4.20.pom
[info] downloaded https://repo1.maven.org/maven2/org/slf4j/slf4j-parent/1.7.32/slf4j-parent-1.7.32.pom
[info] downloaded https://repo1.maven.org/maven2/org/glassfish/jersey/project/2.36/project-2.36.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/orc/orc/1.7.10/orc-1.7.10.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-parent/54/commons-parent-54.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/commons/commons-parent/48/commons-parent-48.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-parent/48/commons-parent-48.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/apache/27/apache-27.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-main/3.3.2/hadoop-main-3.3.2.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/logging/logging-parent/5/logging-parent-5.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-bom/2.13.4/jackson-bom-2.13.4.pom
[info] downloading https://repo1.maven.org/maven2/org/eclipse/ee4j/project/1.0.7/project-1.0.7.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/avro/avro-toplevel/1.11.0/avro-toplevel-1.11.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/logging/logging-parent/5/logging-parent-5.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/apache/27/apache-27.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/geronimo/genesis/genesis-java8-flava/2.3/genesis-java8-flava-2.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/eclipse/ee4j/project/1.0.7/project-1.0.7.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-bom/2.13.4/jackson-bom-2.13.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/hadoop/hadoop-main/3.3.2/hadoop-main-3.3.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/geronimo/genesis/genesis-java8-flava/2.3/genesis-java8-flava-2.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/avro/avro-toplevel/1.11.0/avro-toplevel-1.11.0.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-parent/2.13/jackson-parent-2.13.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/apache/24/apache-24.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/geronimo/genesis/genesis-default-flava/2.3/genesis-default-flava-2.3.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-parent/2.13/jackson-parent-2.13.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/apache/24/apache-24.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/geronimo/genesis/genesis-default-flava/2.3/genesis-default-flava-2.3.pom
[info] downloading https://repo1.maven.org/maven2/com/fasterxml/oss-parent/43/oss-parent-43.pom
[info] downloading https://repo1.maven.org/maven2/org/apache/geronimo/genesis/genesis/2.3/genesis-2.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/apache/geronimo/genesis/genesis/2.3/genesis-2.3.pom
[info] downloaded https://repo1.maven.org/maven2/com/fasterxml/oss-parent/43/oss-parent-43.pom
[info] downloading https://repo1.maven.org/maven2/org/junit/junit-bom/5.9.0/junit-bom-5.9.0.pom
